@relation	face1train.txt
@attribute	1	real
@attribute	2	real
@attribute	3	real
@attribute	4	real
@attribute	5	real
@attribute	6	real
@attribute	7	real
@attribute	8	real
@attribute	9	real
@attribute	10	real
@attribute	11	real
@attribute	12	real
@attribute	13	real
@attribute	14	real
@attribute	15	real
@attribute	16	real
@attribute	17	real
@attribute	18	real
@attribute	19	real
@attribute	20	real
@attribute	21	real
@attribute	22	real
@attribute	23	real
@attribute	24	real
@attribute	25	real
@attribute	26	real
@attribute	27	real
@attribute	28	real
@attribute	29	real
@attribute	30	real
@attribute	31	real
@attribute	32	real
@attribute	33	real
@attribute	34	real
@attribute	35	real
@attribute	36	real
@attribute	37	real
@attribute	38	real
@attribute	39	real
@attribute	40	real
@attribute	41	real
@attribute	42	real
@attribute	43	real
@attribute	44	real
@attribute	45	real
@attribute	46	real
@attribute	47	real
@attribute	48	real
@attribute	49	real
@attribute	50	real
@attribute	51	real
@attribute	52	real
@attribute	53	real
@attribute	54	real
@attribute	55	real
@attribute	56	real
@attribute	57	real
@attribute	58	real
@attribute	59	real
@attribute	60	real
@attribute	61	real
@attribute	62	real
@attribute	63	real
@attribute	64	real
@attribute	65	real
@attribute	66	real
@attribute	67	real
@attribute	68	real
@attribute	69	real
@attribute	70	real
@attribute	71	real
@attribute	72	real
@attribute	73	real
@attribute	74	real
@attribute	75	real
@attribute	76	real
@attribute	77	real
@attribute	78	real
@attribute	79	real
@attribute	80	real
@attribute	81	real
@attribute	82	real
@attribute	83	real
@attribute	84	real
@attribute	85	real
@attribute	86	real
@attribute	87	real
@attribute	88	real
@attribute	89	real
@attribute	90	real
@attribute	91	real
@attribute	92	real
@attribute	93	real
@attribute	94	real
@attribute	95	real
@attribute	96	real
@attribute	97	real
@attribute	98	real
@attribute	99	real
@attribute	100	real
@attribute	101	real
@attribute	102	real
@attribute	103	real
@attribute	104	real
@attribute	105	real
@attribute	106	real
@attribute	107	real
@attribute	108	real
@attribute	109	real
@attribute	110	real
@attribute	111	real
@attribute	112	real
@attribute	113	real
@attribute	114	real
@attribute	115	real
@attribute	116	real
@attribute	117	real
@attribute	118	real
@attribute	119	real
@attribute	120	real
@attribute	121	real
@attribute	122	real
@attribute	123	real
@attribute	124	real
@attribute	125	real
@attribute	126	real
@attribute	127	real
@attribute	128	real
@attribute	129	real
@attribute	130	real
@attribute	131	real
@attribute	class	{1,2}
@data
7.6640000000,-0.5120400000,-1.1246000000,-1.0010000000,-0.7297100000,-0.5894600000,-0.4143300000,0.0876370000,0.7797600000,1.4029000000,2.0850000000,2.4656000000,2.1610000000,1.3763000000,0.4064500000,-0.4469600000,-0.8137900000,-0.6187600000,-0.2828300000,-0.2378000000,-0.3979700000,-0.7403800000,-1.1448000000,-1.1498000000,-1.3823000000,-1.7333000000,-1.8053000000,-1.3755000000,-0.3910100000,0.8876300000,1.9264000000,2.3195000000,2.0447000000,1.1208000000,0.0780340000,-0.6397900000,-1.0642000000,-0.7781200000,-0.1905700000,0.1504600000,0.2183800000,0.1027000000,-0.4417600000,-0.6837600000,-0.3470400000,-0.3890600000,-0.4449600000,-0.5476300000,-0.7366800000,-0.7710200000,-0.5775000000,-0.2722000000,-0.0073136000,0.0448440000,0.0836730000,0.0186050000,-0.1028900000,0.0909690000,0.2478400000,0.4413100000,0.6013300000,0.5941200000,0.4808200000,0.4016900000,0.2916300000,0.3359600000,0.2863200000,0.3337700000,0.3725400000,0.2371400000,0.1775100000,0.0603420000,-0.1161300000,-0.2124100000,-0.2722900000,-0.3147900000,-0.2585300000,-0.3195500000,-0.2074300000,-0.1876700000,-0.1877400000,-0.1488300000,-0.1541000000,-0.1634200000,-0.0856420000,0.0411390000,0.2038600000,0.3541500000,0.4773300000,0.5630200000,0.5992600000,0.5998800000,0.5727700000,0.5010300000,0.3895800000,0.3002000000,0.2618500000,0.1677200000,0.1646300000,0.1442300000,0.0228630000,-0.0348970000,-0.1585100000,-0.2487700000,-0.2719900000,-0.2450100000,-0.1653900000,-0.0447880000,0.0806450000,0.2052000000,0.2110500000,0.1583600000,-0.0007754400,-0.2280400000,-0.3982600000,-0.4581400000,-0.4581400000,-0.4201300000,-0.3108000000,-0.2568200000,-0.2572100000,-0.1973100000,-0.2471500000,-0.3079200000,-0.4532400000,-0.6344600000,-0.8173300000,-1.0014000000,-1.1119000000,-1.0766000000,-1.0766000000,1
7.3164000000,0.8822000000,-2.1747000000,-0.9417000000,-0.6690100000,-0.5720300000,-0.5720300000,-0.4489500000,-0.3201000000,-0.3201000000,0.0701680000,0.6912900000,1.4670000000,1.9184000000,2.0752000000,1.5592000000,0.5431200000,-1.1718000000,-1.2842000000,-0.8158100000,0.3714400000,0.1233500000,-0.4367600000,0.1489600000,-0.0558250000,-0.8149900000,-2.4317000000,-2.3394000000,-0.4547100000,1.4299000000,2.3663000000,1.6812000000,0.9708200000,0.4645500000,0.5883400000,0.4918400000,0.2314000000,-0.4616900000,-1.3943000000,-2.4863000000,-1.8938000000,-0.9183000000,0.5207600000,0.8265300000,0.7233700000,0.0743050000,-0.3182100000,-0.6023000000,-0.7638500000,-0.7156700000,-0.5415300000,-0.2212200000,0.0103970000,0.1651500000,-0.1372100000,-0.2577200000,-0.1080000000,0.0261350000,0.2186200000,0.5549400000,0.5676100000,0.4539900000,0.2877700000,0.2552300000,0.3068300000,0.3881100000,0.3226400000,0.1104400000,0.1218800000,0.1418800000,0.1527700000,-0.0953730000,-0.3201000000,-0.3201000000,-0.2085900000,-0.0494270000,0.1121200000,0.0868240000,-0.0642750000,0.0987060000,0.1110100000,-0.0505370000,-0.0659230000,-0.1221900000,-0.2851700000,0.0531660000,0.4817100000,0.7511300000,0.7015300000,0.5059400000,0.4229800000,0.3423700000,0.2636900000,0.2445600000,0.2140500000,0.1674400000,0.1968800000,0.1573200000,-0.0617110000,-0.1113400000,-0.1319900000,-0.2693900000,-0.3201000000,-0.3098200000,-0.1659700000,0.2240700000,0.8488400000,0.4516300000,0.1176300000,-0.0397010000,-0.0659230000,-0.1105500000,-0.2735300000,-0.3201000000,-0.2948700000,-0.1318900000,-0.1629400000,-0.3143300000,-0.1527800000,-0.0681560000,-0.0681560000,-0.3643300000,-0.6302400000,-0.7932200000,-0.8273500000,-0.8281000000,-0.8266700000,-0.6059900000,-0.3574200000,-0.6709300000,-0.6709300000,1
5.5493000000,-1.1668000000,-1.3731000000,-1.4683000000,-1.3478000000,-1.0254000000,-0.9199300000,-0.8157300000,-0.6567100000,-0.2398200000,0.6173000000,1.5176000000,2.2137000000,2.4822000000,2.2328000000,1.4800000000,0.5486200000,-0.2664100000,-0.7016200000,-0.5963200000,-0.4716500000,-0.5651600000,-0.8591700000,-1.0322000000,-0.7353100000,-0.6265700000,-0.9897400000,-1.7374000000,-2.2520000000,-1.6225000000,-0.0101160000,1.7242000000,2.6006000000,2.6038000000,2.1275000000,1.5012000000,0.9940000000,0.3699100000,-0.6410300000,-1.6470000000,-2.2157000000,-1.9910000000,-0.8399400000,0.2328700000,0.7406700000,0.5938700000,-0.1631500000,-0.6362900000,-0.7007400000,-0.5790300000,-0.2961600000,-0.0852430000,-0.0377920000,-0.0116870000,0.0280870000,0.0837240000,0.2458800000,0.4060800000,0.4925800000,0.5101500000,0.4758800000,0.4045100000,0.3612600000,0.4278700000,0.4261500000,0.4654500000,0.4260200000,0.3049100000,0.1034600000,0.0358130000,-0.0376540000,-0.0755920000,0.0183470000,-0.1006200000,-0.1394800000,-0.2921300000,-0.3973900000,-0.3973900000,-0.3133800000,-0.1178300000,0.0295870000,0.1064300000,0.0650570000,0.0212820000,0.0463130000,0.1721200000,0.4263800000,0.6581000000,0.7946600000,0.8696300000,0.7522600000,0.5817600000,0.4404000000,0.2628300000,0.1809900000,0.1457300000,0.1082800000,0.1225200000,0.1393400000,0.1528600000,0.0869360000,-0.0477720000,-0.1338200000,-0.3354800000,-0.3717000000,-0.2508700000,-0.1802900000,0.1047700000,0.2681300000,0.3157800000,0.3577700000,0.2013900000,0.0466400000,-0.1682400000,-0.3266400000,-0.3630200000,-0.3597000000,-0.2094900000,-0.1233100000,-0.0831240000,-0.0623130000,-0.1587000000,-0.3432400000,-0.5486500000,-0.8123300000,-1.0466000000,-1.0374000000,-0.9106600000,-0.5727400000,-0.4061200000,-0.7558500000,1
-2.3384000000,-1.9173000000,-1.2319000000,-0.4117100000,-0.1173000000,-0.2240600000,-0.4473000000,-0.4473000000,-0.2111200000,0.0322700000,0.1859800000,0.8569000000,1.6865000000,2.5959000000,2.5542000000,1.9968000000,1.1042000000,0.2239800000,-0.3466500000,-0.5841300000,-0.2818800000,-0.9462400000,-1.4855000000,-1.5855000000,-1.2695000000,-1.3882000000,-1.7887000000,-0.9401600000,0.6155700000,2.1763000000,2.3023000000,1.6492000000,0.9869300000,0.7809900000,0.6819200000,0.4140300000,-0.0783730000,-0.7973700000,-0.8363400000,-0.4664500000,-0.7625800000,-0.8613000000,-0.7960300000,-0.5053300000,-0.3292100000,-0.5647600000,-1.4463000000,-1.5459000000,-0.7092200000,0.9899900000,2.0337000000,1.7928000000,0.7228400000,-0.4704000000,-0.7981600000,-0.7332700000,-0.4724800000,-0.0829170000,0.2952100000,0.6274400000,1.4139000000,2.1493000000,2.5435000000,0.3084500000,-1.0333000000,-1.6646000000,-1.4119000000,-0.7488300000,0.1168400000,1.1508000000,0.4464500000,-0.2337900000,-0.6318100000,0.3715900000,0.2897600000,-0.5090300000,-0.9411300000,-0.4574600000,0.3023100000,0.7543500000,0.0971330000,-0.3366900000,-0.0344430000,0.7985200000,0.9871700000,0.4748200000,-0.6113800000,-0.9460700000,-0.7459600000,-0.1692400000,0.0837530000,0.0936470000,-0.1970500000,0.0096957000,0.2731700000,0.5115400000,0.1189400000,-0.0890550000,0.0459600000,1.6867000000,2.2098000000,1.7667000000,-0.0648860000,-0.8947200000,-1.0107000000,-0.2980400000,0.2780300000,0.4463200000,0.1735100000,-0.1171900000,-0.4078900000,-0.6091400000,-0.3184400000,0.1872000000,0.6190900000,0.6293100000,0.6121800000,0.5338400000,0.3702200000,-0.2946300000,-0.4866500000,-0.2144500000,0.0577570000,-0.0170240000,-0.3176100000,-0.7333100000,-1.0725000000,-1.0541000000,-0.3236800000,-0.5010900000,-0.5010900000,1
-2.0377000000,-2.2583000000,-1.8530000000,-0.9927500000,0.1254700000,-0.1163000000,-0.3968900000,-0.3921400000,0.5380200000,1.7245000000,2.5885000000,2.8662000000,1.8660000000,0.3034200000,-1.2372000000,-2.3364000000,-0.6778500000,1.2848000000,2.3639000000,0.4649700000,-2.4377000000,-2.7414000000,-0.8610500000,-0.0421770000,-1.7527000000,-2.6995000000,-1.7391000000,0.7849100000,2.3622000000,2.8190000000,1.8812000000,1.4310000000,1.0653000000,0.7243900000,0.3186300000,-0.0936400000,-0.7629100000,-1.6767000000,-2.6386000000,-2.1645000000,-0.8962100000,0.8514200000,1.4146000000,0.7511900000,-0.1627700000,-0.5160800000,-0.1927000000,-0.1603400000,-0.2915900000,-0.2915900000,-0.1405600000,-0.1441600000,-0.3453700000,-0.7141400000,-0.5067000000,0.0669900000,0.8823800000,0.8751400000,0.7597400000,0.6219400000,0.5402500000,0.3759100000,0.3389500000,0.3063900000,-0.0128320000,-0.0490520000,0.0490320000,0.1616900000,-0.2070800000,0.0119850000,0.2492900000,0.2491600000,0.0497320000,-0.1520700000,-0.2276100000,-0.0228760000,-0.2062800000,-0.2915900000,-0.2915900000,-0.2915900000,-0.2915900000,-0.1913500000,-0.0378050000,-0.2425400000,-0.1399400000,0.1319400000,0.5011800000,0.4606600000,0.5345900000,0.5140600000,0.1430800000,0.3379400000,0.4609700000,0.5223900000,0.6600100000,0.6977200000,0.5181200000,0.1498900000,-0.0060216000,-0.1805300000,-0.2915900000,-0.2915900000,-0.2915900000,-0.0495840000,0.1589200000,-0.0217840000,0.3301500000,0.5108100000,0.4853200000,0.2962200000,-0.0750150000,-0.1956200000,0.0091131000,0.2138500000,0.1144100000,0.0569170000,0.2475800000,0.4169200000,0.3413600000,0.1858400000,0.1691500000,0.0095403000,-0.0677710000,-0.0677710000,-0.0677710000,-0.2027400000,-0.3707000000,-0.5278800000,-0.5359800000,-0.5381800000,-0.5381800000,1
-1.1531000000,-0.2445400000,0.5943300000,0.9922500000,1.2890000000,1.7289000000,1.9519000000,1.8833000000,1.4414000000,0.5513400000,-0.3049200000,-0.7965200000,-0.6300800000,0.1419000000,0.6210100000,0.3572800000,-0.2612900000,-1.0938000000,-1.6505000000,-1.7224000000,-2.0838000000,-2.1935000000,-1.5255000000,-0.2289000000,1.4297000000,2.5996000000,2.8029000000,2.2090000000,1.2749000000,0.4429800000,-0.2570900000,-0.8723600000,-1.6137000000,-2.1565000000,-2.0903000000,-1.3105000000,-0.0230290000,0.8227100000,1.0584000000,0.6250100000,0.0593230000,-0.5245800000,-1.4651000000,-2.3394000000,-2.8387000000,-2.2767000000,-0.7766000000,0.9280000000,2.0052000000,2.0729000000,1.7797000000,1.3812000000,0.9231200000,0.6705500000,-0.0230760000,-0.3744400000,-0.0583290000,0.2855300000,0.6514900000,0.5584300000,0.2077900000,-0.0582480000,0.0369310000,0.0997130000,0.0690270000,-0.0787560000,-0.3006100000,-0.3521700000,-0.3163900000,-0.1381500000,-0.1076300000,-0.2144900000,-0.4298800000,-0.6701900000,-0.6404800000,-0.2888600000,0.4310100000,0.6202400000,0.3069100000,-0.0663420000,-0.5352900000,-0.4551100000,-0.1059800000,0.3215600000,0.2842600000,0.4566100000,0.6143900000,0.3790400000,0.6259700000,0.0946690000,-0.1998900000,-0.1854900000,-0.2660200000,-0.1109500000,-0.2233200000,-0.0111970000,0.4285700000,1.0020000000,1.2353000000,0.8475500000,0.1847200000,-0.2117400000,-0.1519600000,-0.0927330000,-0.0357840000,-0.3600500000,-0.6214900000,-0.4338400000,-0.2606900000,0.0554290000,0.2237100000,-0.0324430000,-0.1092900000,0.0792900000,0.2154600000,0.4459300000,0.5102600000,0.3736400000,0.3276300000,0.3412900000,0.1859800000,-0.0975920000,-0.5081700000,-0.8865100000,-1.0806000000,-1.1179000000,-0.9700900000,-0.7444300000,-0.3588500000,-0.2409700000,-0.1782000000,1
-2.4381000000,-2.3001000000,-1.9617000000,-1.4033000000,-0.7558700000,-0.0942080000,0.5805000000,1.1570000000,1.6899000000,2.1687000000,2.1756000000,1.9316000000,1.3445000000,0.8463900000,0.3058100000,-0.3878700000,-0.7351300000,-0.8352200000,-0.4951900000,-0.6444000000,-0.9930600000,-1.3826000000,-1.7009000000,-1.9769000000,-2.2082000000,-1.9641000000,-1.3676000000,-0.1652300000,0.9439300000,1.9532000000,2.4309000000,2.6958000000,2.7665000000,2.0792000000,1.2676000000,0.3257600000,-0.5711800000,-1.4172000000,-2.2009000000,-2.2911000000,-2.1438000000,-1.7272000000,-0.9120100000,-0.0931980000,0.6232000000,0.7748200000,0.7172200000,0.4521400000,0.0413490000,-0.3760600000,-0.6925200000,-0.8267700000,-0.8470000000,-0.6878100000,-0.4959300000,-0.2686600000,0.0636370000,0.3962700000,0.7038100000,0.8192100000,0.8591800000,0.8450500000,0.7997200000,0.6667300000,0.4623200000,0.3136900000,0.2300600000,0.2114300000,-0.0024048000,-0.0974020000,-0.0435870000,-0.0363510000,-0.0529330000,-0.0991310000,0.0229580000,0.0798610000,-0.0181730000,-0.1156700000,-0.2129900000,-0.3101400000,-0.4445200000,-0.5502800000,-0.5506800000,-0.4818000000,-0.3797600000,-0.2448400000,-0.0849230000,0.0755560000,0.1874400000,0.3060400000,0.4218000000,0.4936700000,0.5532200000,0.6062100000,0.6761000000,0.7148600000,0.7280100000,0.7140500000,0.6794400000,0.6251000000,0.5748800000,0.5065200000,0.4172500000,0.3201500000,0.2334900000,0.1620200000,-0.0054135000,-0.1515400000,-0.2427800000,-0.2961400000,-0.3589800000,-0.4554100000,-0.3963300000,-0.3260800000,-0.3259600000,-0.3260200000,-0.2925700000,-0.1483400000,-0.1084600000,-0.0775160000,0.1014800000,0.2699500000,0.4066400000,0.3804700000,0.4024100000,0.4315500000,0.2385500000,0.0730690000,-0.0703930000,-0.1884500000,-0.1884500000,1
-0.9145100000,-0.5260800000,-0.1376600000,0.7180400000,1.7723000000,2.3813000000,2.3320000000,2.1588000000,0.9328700000,-0.2930500000,-0.6943600000,-0.8984800000,-0.9431100000,-0.8337500000,-0.8092600000,-1.1030000000,-1.3968000000,-1.8670000000,-2.3542000000,-1.9216000000,-0.9109000000,0.3071100000,1.9743000000,3.6032000000,3.0879000000,2.5726000000,1.8192000000,0.9728800000,0.2974100000,-0.1431600000,-0.6271900000,-1.4216000000,-2.2160000000,-2.1837000000,-1.9756000000,-1.3247000000,-0.2754300000,0.5359300000,0.5419000000,0.5478700000,0.2221700000,-0.1285800000,-0.3325000000,-0.4507800000,-0.5687200000,-0.6859600000,-0.7949700000,-0.6777300000,-0.5604900000,-0.4447400000,-0.3295200000,-0.1289300000,0.1809300000,0.4756700000,0.6778000000,0.8799300000,0.7857300000,0.6359600000,0.4987400000,0.3720400000,0.2526200000,0.1556000000,0.0585780000,0.0822920000,0.1127100000,0.0714450000,-0.0085781000,-0.1321400000,-0.3362600000,-0.5296400000,-0.5296400000,-0.5296400000,-0.4449100000,-0.3326000000,-0.2167200000,-0.0965660000,-0.0135780000,-0.1288000000,-0.2440100000,-0.1576100000,-0.0382900000,0.0798630000,0.1971100000,0.1592600000,-0.3128200000,-0.7849100000,-0.4600800000,-0.1062800000,0.6300200000,1.5576000000,2.0426000000,1.7692000000,1.4811000000,0.9991200000,0.5171600000,0.2580100000,0.0646910000,-0.0183960000,0.0209930000,0.0736410000,0.1886100000,0.3035800000,0.0817620000,-0.1872100000,-0.2348500000,-0.1215100000,-0.0692980000,-0.1737000000,-0.2781000000,-0.1631400000,-0.0442640000,0.1544200000,0.3899500000,0.5821200000,0.7053400000,0.7766000000,0.3075800000,-0.1614400000,-0.1731200000,-0.0628340000,0.0466480000,0.1553000000,0.1354600000,-0.4216700000,-0.9788100000,-1.0433000000,-1.0499000000,-1.0555000000,-1.0604000000,-1.0604000000,-1.0604000000,1
-1.6580000000,-2.0642000000,-1.8042000000,-1.2991000000,-0.6768300000,-0.1631100000,0.4020000000,1.0582000000,1.7362000000,2.0858000000,1.6872000000,0.6298100000,-0.3386200000,-0.8814200000,-0.5364400000,0.0735650000,0.3131800000,0.2470100000,-0.0159100000,-0.1570800000,-0.6676500000,-1.3710000000,-1.8339000000,-1.3464000000,0.2238000000,1.5853000000,2.0587000000,1.7156000000,0.8775100000,-0.0650730000,-0.9827200000,-1.4532000000,-1.2606000000,-0.6277000000,-0.1191100000,-0.1513400000,-0.1239200000,0.2433900000,0.5628600000,0.4810700000,0.0264420000,-0.4037100000,-0.9682300000,-1.6808000000,-2.2574000000,-2.3917000000,-1.5232000000,-0.2513600000,0.9016200000,2.1374000000,1.8392000000,1.0249000000,0.1312900000,-0.0080090000,0.7396300000,1.1511000000,0.5547200000,-0.5903700000,-0.2794600000,0.5558400000,1.5083000000,1.1757000000,-0.0792060000,-0.8166400000,-0.9622000000,0.1870100000,1.2283000000,1.2786000000,0.6559500000,-0.6559700000,-1.0364000000,-0.2729800000,0.6523400000,1.1941000000,0.0190200000,-1.2393000000,-1.5516000000,-1.3600000000,-0.6686800000,-0.0869690000,0.3317000000,0.4646200000,0.5773900000,0.3763900000,0.3956300000,0.6672000000,0.4991400000,0.2581000000,-0.5894400000,-0.4763000000,0.3870600000,1.3245000000,1.9022000000,0.6995500000,-0.6001600000,-1.3744000000,-1.1001000000,-0.3929900000,0.0060193000,0.0412560000,-0.0576790000,-0.1086500000,-0.1643100000,-0.1894600000,-0.2381000000,-0.0906520000,0.1926900000,0.5056300000,0.7333100000,0.6753500000,0.4535300000,-0.0684260000,-0.8907300000,-1.4942000000,-1.0691000000,-0.2125300000,0.8874600000,1.4129000000,1.0607000000,1.0705000000,0.8448000000,0.3015400000,-0.5269000000,-1.3120000000,-1.7143000000,-0.8548200000,-0.0878640000,0.6747900000,1.0863000000,0.9081500000,0.6137600000,1
-0.1762400000,-0.4198500000,-0.8076100000,-1.3129000000,-1.9066000000,-1.6160000000,-1.0688000000,-0.4535500000,-0.2790100000,0.6363900000,1.8803000000,2.8426000000,2.3569000000,1.0881000000,-0.7463100000,-1.6610000000,-0.9189600000,0.2523400000,0.4140900000,-0.2685600000,-0.2684200000,0.3595700000,-0.9147800000,-1.9755000000,-1.8563000000,0.7045100000,2.1402000000,2.1999000000,1.2034000000,0.9677300000,0.5377000000,-0.0543520000,-0.8238400000,-1.0630000000,-0.9771300000,-0.6485600000,-0.2979400000,-0.3507500000,-0.1995900000,0.5032000000,0.5136900000,0.2062900000,-0.2158800000,-0.2158800000,-0.3551400000,-0.9371900000,-2.0892000000,-0.3933100000,0.8845500000,1.1038000000,-1.4551000000,-1.0383000000,0.4919900000,2.5721000000,2.3909000000,1.7439000000,0.8683400000,0.0607610000,-0.1529200000,0.0548740000,0.5587200000,0.1357200000,-0.2152300000,-0.3948300000,-0.2330800000,0.0868080000,0.1725700000,0.0049157000,-0.1666100000,-0.2158800000,-0.2715800000,-0.4461200000,-0.7726100000,-0.9243600000,-0.7487900000,0.4410200000,1.3698000000,1.0172000000,-1.5386000000,-2.2876000000,-1.5288000000,0.1932200000,1.2277000000,1.1866000000,0.8297700000,0.4630400000,0.5522000000,0.7369100000,0.7485600000,-0.1657200000,-0.6904900000,-0.6376500000,0.0896440000,0.3558100000,0.5860900000,0.7872900000,0.9630100000,0.2632100000,-0.6213000000,-1.4242000000,-0.3684200000,0.4035300000,0.7012700000,0.0945770000,-0.4156700000,-0.7397300000,-0.7992800000,-0.0297940000,0.6743600000,1.1167000000,1.0106000000,0.6753400000,0.2373200000,-0.3375800000,-1.3775000000,-0.9128800000,0.1270900000,1.1671000000,-0.0641220000,-0.6981600000,-0.5229400000,0.6535600000,1.3465000000,1.1945000000,-0.1722600000,-1.2764000000,-1.2025000000,-0.3470100000,0.1255800000,-0.4048600000,-0.4048600000,1
