@relation	TwoPatterns0train
@attribute	1	real
@attribute	2	real
@attribute	3	real
@attribute	4	real
@attribute	5	real
@attribute	6	real
@attribute	7	real
@attribute	8	real
@attribute	9	real
@attribute	10	real
@attribute	11	real
@attribute	12	real
@attribute	13	real
@attribute	14	real
@attribute	15	real
@attribute	16	real
@attribute	17	real
@attribute	18	real
@attribute	19	real
@attribute	20	real
@attribute	21	real
@attribute	22	real
@attribute	23	real
@attribute	24	real
@attribute	25	real
@attribute	26	real
@attribute	27	real
@attribute	28	real
@attribute	29	real
@attribute	30	real
@attribute	31	real
@attribute	32	real
@attribute	33	real
@attribute	34	real
@attribute	35	real
@attribute	36	real
@attribute	37	real
@attribute	38	real
@attribute	39	real
@attribute	40	real
@attribute	41	real
@attribute	42	real
@attribute	43	real
@attribute	44	real
@attribute	45	real
@attribute	46	real
@attribute	47	real
@attribute	48	real
@attribute	49	real
@attribute	50	real
@attribute	51	real
@attribute	52	real
@attribute	53	real
@attribute	54	real
@attribute	55	real
@attribute	56	real
@attribute	57	real
@attribute	58	real
@attribute	59	real
@attribute	60	real
@attribute	61	real
@attribute	62	real
@attribute	63	real
@attribute	64	real
@attribute	65	real
@attribute	66	real
@attribute	67	real
@attribute	68	real
@attribute	69	real
@attribute	70	real
@attribute	71	real
@attribute	72	real
@attribute	73	real
@attribute	74	real
@attribute	75	real
@attribute	76	real
@attribute	77	real
@attribute	78	real
@attribute	79	real
@attribute	80	real
@attribute	81	real
@attribute	82	real
@attribute	83	real
@attribute	84	real
@attribute	85	real
@attribute	86	real
@attribute	87	real
@attribute	88	real
@attribute	89	real
@attribute	90	real
@attribute	91	real
@attribute	92	real
@attribute	93	real
@attribute	94	real
@attribute	95	real
@attribute	96	real
@attribute	97	real
@attribute	98	real
@attribute	99	real
@attribute	100	real
@attribute	101	real
@attribute	102	real
@attribute	103	real
@attribute	104	real
@attribute	105	real
@attribute	106	real
@attribute	107	real
@attribute	108	real
@attribute	109	real
@attribute	110	real
@attribute	111	real
@attribute	112	real
@attribute	113	real
@attribute	114	real
@attribute	115	real
@attribute	116	real
@attribute	117	real
@attribute	118	real
@attribute	119	real
@attribute	120	real
@attribute	121	real
@attribute	122	real
@attribute	123	real
@attribute	124	real
@attribute	125	real
@attribute	126	real
@attribute	127	real
@attribute	128	real
@attribute	class	{1,2}
@data
-0.0892370000,-0.2871100000,-0.6033100000,0.0593040000,-0.3046100000,0.2626700000,-0.2577100000,-0.0598450000,0.2359400000,0.4945900000,0.0270430000,0.3106500000,-0.1180300000,0.6604300000,-0.0404810000,-0.1560700000,-0.0505970000,-0.2563000000,0.1257600000,0.1484800000,-0.3395000000,-0.2038800000,-0.0690110000,0.2328500000,-0.0717390000,-0.3584900000,0.2904200000,0.4269300000,-0.5994600000,-0.2012900000,0.0275410000,-0.1330400000,-0.3335600000,0.2924000000,0.1127500000,0.4214600000,-0.1529400000,-0.0895640000,-0.0822010000,-0.4920900000,-0.0555100000,0.3074400000,0.4015600000,-0.0112980000,0.1249300000,-0.0077936000,0.2453800000,-0.1540000000,0.2415600000,0.6365700000,-0.4663200000,-0.2281100000,-0.0813290000,-0.1070800000,0.2477600000,-0.5130700000,0.0571370000,-0.0716000000,-0.0853320000,0.4745400000,0.1006800000,0.2618300000,0.1389200000,-0.3857600000,1.4417000000,1.4417000000,1.4417000000,1.4417000000,1.4417000000,1.4417000000,1.4417000000,1.4417000000,1.4417000000,1.4417000000,1.4417000000,1.4417000000,1.4417000000,1.4417000000,1.4417000000,1.4417000000,-1.4776000000,-1.4776000000,-1.4776000000,-1.4776000000,-1.4776000000,-1.4776000000,-1.4776000000,-1.4776000000,-1.4776000000,-1.4776000000,-1.4776000000,-1.4776000000,-1.4776000000,-1.4776000000,-1.4776000000,-0.0961270000,0.2103000000,-1.4776000000,-1.4776000000,-1.4776000000,-1.4776000000,-1.4776000000,-1.4776000000,-1.4776000000,-1.4776000000,-1.4776000000,-1.4776000000,-1.4776000000,-1.4776000000,-1.4776000000,1.4417000000,1.4417000000,1.4417000000,1.4417000000,1.4417000000,1.4417000000,1.4417000000,1.4417000000,1.4417000000,1.4417000000,1.4417000000,1.4417000000,1.4417000000,-0.2969100000,0.2208900000,0.1105800000,-0.1703400000,-0.2640200000,2
0.1754100000,-0.0050160000,-0.3641100000,0.5482500000,0.4728100000,0.4821700000,-1.5933000000,-1.5933000000,-1.5933000000,-1.5933000000,-1.5933000000,-1.5933000000,-1.5933000000,-1.5933000000,-1.5933000000,1.5885000000,1.5885000000,1.5885000000,1.5885000000,1.5885000000,1.5885000000,1.5885000000,1.5885000000,1.5885000000,0.2837900000,0.1684300000,-0.0735660000,0.0424550000,0.2573100000,0.2892300000,0.2968600000,0.6578500000,-0.1373800000,-0.0656240000,0.0731620000,-0.6403500000,0.2837800000,-0.0156090000,0.2142400000,-0.3827500000,-0.2825000000,-0.4730100000,0.4566000000,-0.8455000000,-0.4795200000,-0.2780500000,-0.3661600000,0.2648000000,0.0736460000,-0.2598000000,0.1583000000,0.2925100000,0.1198500000,0.2616700000,0.3987200000,-0.4621300000,0.1393900000,0.3852700000,0.5779000000,0.0749540000,0.3168000000,0.3120000000,-0.3543200000,0.0669540000,-0.3901600000,0.0012342000,-0.0235320000,-0.4019900000,-0.1944500000,0.2349200000,-0.0750710000,-0.4295800000,-0.2691300000,0.1935400000,0.2771100000,0.3777000000,-0.1533500000,-0.0656360000,-0.5479800000,-0.4601100000,0.3069100000,-0.0205000000,0.4053800000,-0.1595300000,0.1830600000,-0.2232900000,-0.1646800000,0.0094289000,0.4826900000,-0.0114760000,0.0813460000,0.0573280000,-0.1856100000,0.0323700000,-0.0006645600,-0.1599500000,-0.0523440000,-1.5933000000,-1.5933000000,-1.5933000000,-1.5933000000,-1.5933000000,-1.5933000000,-1.5933000000,-1.5933000000,-1.5933000000,-1.5933000000,-1.5933000000,-1.5933000000,-1.5933000000,-1.5933000000,-1.5933000000,1.5885000000,1.5885000000,1.5885000000,1.5885000000,1.5885000000,1.5885000000,1.5885000000,1.5885000000,1.5885000000,1.5885000000,1.5885000000,1.5885000000,1.5885000000,1.5885000000,0.4794100000,-0.0898300000,2
0.3604300000,0.2873000000,-0.4904100000,-0.3283700000,-0.2091700000,0.1599800000,0.1614600000,0.3919700000,0.0892960000,-0.2319000000,0.1461400000,-0.3890300000,-0.4422000000,-0.0882200000,-0.1171400000,-0.2973100000,0.1736600000,0.2431000000,-0.0749980000,-0.6498900000,-0.0109380000,-0.1154700000,0.0881180000,0.5095400000,-0.1311100000,-0.1907000000,0.4565600000,-0.3101100000,0.2849600000,-0.6076100000,0.1651500000,-0.1064000000,-0.5639200000,-0.3524800000,0.0617220000,0.1815800000,0.0879020000,-0.1756500000,-0.0403630000,0.4339300000,-0.3579800000,-0.0038214000,0.0210670000,-0.5159100000,0.3040400000,-0.2788300000,0.2642900000,0.2539400000,0.3366200000,0.0421840000,0.2858100000,-0.0612610000,-0.5043800000,-0.1186500000,0.1238400000,0.2529700000,-0.0948630000,0.0515510000,-0.0786860000,-0.1287100000,-0.1916900000,-0.0260620000,-0.2407700000,-0.2612900000,-0.1636000000,1.5416000000,1.5416000000,1.5416000000,1.5416000000,1.5416000000,1.5416000000,1.5416000000,1.5416000000,1.5416000000,1.5416000000,1.5416000000,1.5416000000,-1.5285000000,-1.5285000000,-1.5285000000,-1.5285000000,-1.5285000000,-1.5285000000,-1.5285000000,-1.5285000000,-1.5285000000,-1.5285000000,-1.5285000000,0.2468600000,-1.5285000000,-1.5285000000,-1.5285000000,-1.5285000000,-1.5285000000,-1.5285000000,-1.5285000000,-1.5285000000,-1.5285000000,-1.5285000000,-1.5285000000,-1.5285000000,-1.5285000000,-1.5285000000,1.5416000000,1.5416000000,1.5416000000,1.5416000000,1.5416000000,1.5416000000,1.5416000000,1.5416000000,1.5416000000,1.5416000000,1.5416000000,1.5416000000,1.5416000000,1.5416000000,0.1058700000,-0.2655000000,0.2533500000,0.0037293000,0.4117000000,-0.0985110000,0.3029600000,0.8598700000,-0.2623000000,-0.5690000000,-0.1258200000,2
0.1750600000,-0.1974400000,-0.6035700000,0.2822000000,0.2139800000,0.5957600000,0.4327900000,0.0116180000,0.0872970000,-0.0914120000,-0.2227000000,-0.0057319000,0.4633500000,0.2902600000,0.0010387000,0.1457800000,-0.1387700000,0.1287300000,-0.5015000000,0.0591070000,-0.3490300000,0.3268200000,0.0202190000,-0.2109000000,-0.2940600000,-0.4120700000,0.0543450000,-0.0902150000,0.0496880000,-0.3523400000,0.1330700000,-0.1842300000,-0.1387600000,0.0224590000,-1.5508000000,-1.5508000000,-1.5508000000,-1.5508000000,-1.5508000000,-1.5508000000,-1.5508000000,-1.5508000000,-1.5508000000,-1.5508000000,-1.5508000000,-1.5508000000,-1.5508000000,-1.5508000000,1.5610000000,1.5610000000,1.5610000000,1.5610000000,1.5610000000,1.5610000000,1.5610000000,1.5610000000,1.5610000000,1.5610000000,1.5610000000,1.5610000000,1.5610000000,-0.0393700000,0.2647800000,0.0712870000,0.0563140000,-0.2582100000,-0.4041600000,-0.3704100000,-0.1989200000,0.2397700000,-0.3267600000,0.0698490000,0.4434300000,0.1266400000,-0.1240400000,-0.1416600000,0.3307800000,0.0777670000,0.0126080000,0.3620100000,0.0600960000,0.3924500000,0.0033386000,-0.0817760000,-0.1205700000,0.3231000000,-0.3083500000,-0.1213800000,-0.0508720000,0.2168700000,0.4827800000,0.0889340000,0.1019300000,-0.1094400000,0.3789600000,-0.0091169000,-0.5479800000,1.5610000000,1.5610000000,1.5610000000,1.5610000000,1.5610000000,1.5610000000,1.5610000000,1.5610000000,1.5610000000,1.5610000000,1.5610000000,1.5610000000,-1.5508000000,-1.5508000000,-1.5508000000,-1.5508000000,-1.5508000000,-1.5508000000,-1.5508000000,-1.5508000000,-1.5508000000,-1.5508000000,-1.5508000000,-0.0949810000,0.1679300000,-0.4003600000,0.0452790000,-0.8237600000,-0.1152200000,-0.1142500000,0.4870300000,2
-0.0212380000,0.0046039000,-0.0897070000,-0.0481330000,-0.6793500000,-0.3540600000,0.3688100000,-0.4062000000,-0.4176900000,0.3844900000,0.6872100000,0.1686200000,1.6518000000,1.6518000000,1.6518000000,1.6518000000,1.6518000000,1.6518000000,1.6518000000,1.6518000000,1.6518000000,1.6518000000,-1.6630000000,-1.6630000000,-1.6630000000,-1.6630000000,-1.6630000000,-1.6630000000,-1.6630000000,-1.6630000000,-1.6630000000,-0.0681570000,0.3573500000,-0.3972500000,-0.0513870000,-0.2586900000,0.2745500000,0.0902480000,-0.1690500000,0.1308700000,-0.1467100000,-1.6630000000,-1.6630000000,-1.6630000000,-1.6630000000,-1.6630000000,-1.6630000000,-1.6630000000,-1.6630000000,-1.6630000000,-1.6630000000,-1.6630000000,-1.6630000000,1.6518000000,1.6518000000,1.6518000000,1.6518000000,1.6518000000,1.6518000000,1.6518000000,1.6518000000,1.6518000000,1.6518000000,1.6518000000,1.6518000000,-0.2378000000,0.4751800000,-0.4937800000,-0.4322600000,0.0463240000,-0.0990180000,-0.4867500000,0.7104200000,0.5540400000,-0.7230700000,-0.1458700000,0.3393300000,-0.0845990000,-0.2826600000,-0.3431000000,-0.0213970000,-0.2399400000,-0.3048200000,-0.0486940000,-0.3153700000,-0.4572000000,0.0112340000,0.6140100000,-0.1443700000,-0.4835800000,0.3927700000,-0.3204700000,0.0624530000,-0.2060600000,0.3866900000,-0.5510500000,0.2469200000,0.0810810000,-0.0788050000,-0.0704690000,-0.0917810000,-0.0488310000,-0.4756200000,0.0566380000,-0.2790500000,-0.3996400000,0.0035345000,-0.1975200000,0.0226160000,0.3933200000,-0.1154600000,0.2776400000,-0.0310010000,0.4787900000,-0.2794900000,0.2031500000,0.1034300000,0.1148000000,-0.2204400000,0.1715800000,0.1074700000,0.1202600000,0.2124500000,0.5600900000,0.4606800000,-0.0176790000,0.4192700000,0.3257500000,2
0.1026000000,-0.0706900000,0.3093600000,0.0974680000,-0.2423500000,0.0440110000,0.1801000000,0.0132080000,0.1359000000,0.0872250000,0.4512800000,-0.4196400000,-0.3411600000,0.0635380000,0.4494100000,-0.7779500000,-0.2201200000,-0.2678800000,-0.2832200000,-0.4105500000,-0.2081100000,-0.0339680000,-0.3501700000,-0.2256400000,0.2879000000,0.6244300000,-0.5575300000,-0.1705000000,-0.4329500000,-0.6480400000,-0.0184650000,-0.1557300000,-0.0476790000,0.3045900000,0.0036177000,0.0360500000,-0.2148900000,0.1156200000,0.1442500000,0.3387400000,0.0338290000,-0.2313400000,-0.0889730000,0.0897480000,-0.7648800000,0.1378700000,0.5094000000,-0.2337600000,-0.5088900000,0.2157200000,0.0781320000,0.2356400000,-0.0867820000,-0.0187190000,0.1846300000,-0.3820500000,0.3800800000,0.0741930000,0.4223600000,0.3350600000,0.4380900000,0.5762100000,0.5223900000,0.2862300000,-1.5038000000,-1.5038000000,-1.5038000000,-1.5038000000,-1.5038000000,-1.5038000000,-1.5038000000,-1.5038000000,-1.5038000000,-1.5038000000,-1.5038000000,1.4707000000,1.4707000000,1.4707000000,1.4707000000,1.4707000000,1.4707000000,1.4707000000,1.4707000000,1.4707000000,1.4707000000,1.4707000000,0.1982700000,-0.2150700000,0.2996500000,0.2540900000,-1.5038000000,-1.5038000000,-1.5038000000,-1.5038000000,-1.5038000000,-1.5038000000,-1.5038000000,-1.5038000000,-1.5038000000,-1.5038000000,-1.5038000000,-1.5038000000,-1.5038000000,-1.5038000000,-1.5038000000,-1.5038000000,1.4707000000,1.4707000000,1.4707000000,1.4707000000,1.4707000000,1.4707000000,1.4707000000,1.4707000000,1.4707000000,1.4707000000,1.4707000000,1.4707000000,1.4707000000,1.4707000000,1.4707000000,1.4707000000,0.3169500000,-0.0795620000,0.3940200000,-0.4968900000,0.2046200000,0.1202700000,2
0.1912000000,-0.3243000000,0.0644960000,0.3689600000,-0.2100000000,0.0753000000,-0.0315810000,-0.1333900000,0.0056398000,0.2823500000,-0.0275950000,0.5752800000,0.2090100000,-0.4000200000,0.2099900000,0.0690310000,-0.3654300000,-0.6911600000,0.3392600000,-0.3356400000,-0.1306400000,-0.4300500000,0.1273900000,0.0692150000,-0.2660700000,-0.2760100000,-0.3295400000,-0.0798490000,0.0205780000,0.2302600000,-0.0645700000,0.3030300000,-0.2998100000,0.1066200000,-0.1262100000,0.4219700000,-0.4825500000,-0.3419200000,-1.4874000000,-1.4874000000,-1.4874000000,-1.4874000000,-1.4874000000,-1.4874000000,-1.4874000000,-1.4874000000,-1.4874000000,-1.4874000000,-1.4874000000,-1.4874000000,-1.4874000000,-1.4874000000,1.5085000000,1.5085000000,1.5085000000,1.5085000000,1.5085000000,1.5085000000,1.5085000000,1.5085000000,1.5085000000,1.5085000000,1.5085000000,1.5085000000,1.5085000000,-0.2465000000,-0.1308900000,0.2134900000,-0.1542000000,-0.0958660000,-0.0357580000,0.1610000000,0.3134300000,0.0565890000,0.2442900000,0.5560500000,-0.1561700000,0.4865900000,0.0495250000,0.1004800000,0.3698100000,0.0664980000,-0.3622000000,-0.3098600000,0.3286300000,-0.5300300000,0.4267200000,1.5085000000,1.5085000000,1.5085000000,1.5085000000,1.5085000000,1.5085000000,1.5085000000,1.5085000000,1.5085000000,1.5085000000,1.5085000000,1.5085000000,1.5085000000,1.5085000000,-1.4874000000,-1.4874000000,-1.4874000000,-1.4874000000,-1.4874000000,-1.4874000000,-1.4874000000,-1.4874000000,-1.4874000000,-1.4874000000,-1.4874000000,-1.4874000000,-1.4874000000,-0.2591200000,-0.2559400000,0.2128000000,-0.2747400000,-0.3082200000,-0.0313300000,0.2091100000,-0.1516900000,0.4522900000,-0.2119300000,-0.1508300000,0.0714420000,0.3556500000,0.0966870000,2
0.0251470000,0.0039179000,0.0975140000,-0.0524060000,-0.1055000000,0.0391170000,-0.3902200000,-0.5410800000,0.1279700000,0.1788100000,0.3698000000,0.1834300000,0.0978950000,0.1629600000,1.4648000000,1.4648000000,1.4648000000,1.4648000000,1.4648000000,1.4648000000,1.4648000000,1.4648000000,1.4648000000,1.4648000000,1.4648000000,1.4648000000,1.4648000000,1.4648000000,-1.4908000000,-1.4908000000,-1.4908000000,-1.4908000000,-1.4908000000,-1.4908000000,-1.4908000000,-1.4908000000,-1.4908000000,-1.4908000000,-1.4908000000,-1.4908000000,-1.4908000000,-1.4908000000,0.2245800000,0.1142900000,-0.1094500000,-0.4354300000,-0.1552000000,0.3844400000,-0.0854130000,-0.0117390000,-0.2542800000,-0.3851600000,-0.2750900000,-0.2327400000,0.3664400000,-0.2444200000,0.3144200000,0.1538900000,-0.4264800000,0.2801800000,-0.2165600000,-0.5721700000,-0.1645100000,-0.0891690000,0.3805900000,0.0473450000,0.2474400000,0.5295200000,0.3497900000,-0.4238300000,0.1829100000,0.5002100000,-0.2977900000,0.1450100000,-0.2198900000,0.3035000000,-0.0561460000,-0.2739600000,-0.1030300000,-0.3142200000,-1.4908000000,-1.4908000000,-1.4908000000,-1.4908000000,-1.4908000000,-1.4908000000,-1.4908000000,-1.4908000000,-1.4908000000,-1.4908000000,-1.4908000000,-1.4908000000,-1.4908000000,-1.4908000000,1.4648000000,1.4648000000,1.4648000000,1.4648000000,1.4648000000,1.4648000000,1.4648000000,1.4648000000,1.4648000000,1.4648000000,1.4648000000,1.4648000000,1.4648000000,1.4648000000,-0.0438860000,0.2675400000,-0.1294400000,-0.0046550000,-0.0512790000,-0.0150290000,0.0348970000,0.3672700000,0.1956800000,0.1141600000,-0.1227900000,0.2269700000,0.0738880000,-0.0910090000,0.0720230000,0.0148800000,0.3215600000,0.1849600000,-0.3263700000,0.2657200000,2
-0.1796400000,0.4695100000,0.3120500000,-0.3805100000,-0.4778700000,-0.5469800000,0.0721950000,0.8313100000,-0.0433540000,0.6242200000,0.2806700000,0.3126200000,0.6010900000,0.6566800000,-0.3544800000,0.1467100000,0.5381900000,0.0441460000,0.1775400000,0.3478000000,0.5110700000,0.2860300000,0.1345500000,0.3921700000,0.0251590000,0.3686100000,-0.0933750000,0.1931500000,0.0828880000,-0.2914300000,-0.2686300000,-0.2388400000,-0.1414900000,-0.5572800000,0.0257750000,0.0947660000,0.5756100000,-0.2076300000,0.4458700000,-0.0419030000,-0.1813200000,-0.3355200000,-0.0852480000,-0.2537900000,0.2517800000,0.0202610000,-0.2442100000,0.3884500000,0.1115400000,-0.2874200000,-0.4321400000,0.1148600000,0.0751680000,-0.2116700000,0.0275130000,0.0724830000,-0.1144600000,1.6589000000,1.6589000000,1.6589000000,1.6589000000,1.6589000000,1.6589000000,1.6589000000,1.6589000000,1.6589000000,1.6589000000,-1.7073000000,-1.7073000000,-1.7073000000,-1.7073000000,-1.7073000000,-1.7073000000,-1.7073000000,-1.7073000000,-1.7073000000,-1.7073000000,0.1346100000,-0.3008900000,-0.1177400000,-0.3246300000,0.1289800000,-0.0775420000,0.5475500000,-1.7073000000,-1.7073000000,-1.7073000000,-1.7073000000,-1.7073000000,-1.7073000000,-1.7073000000,-1.7073000000,-1.7073000000,-1.7073000000,-1.7073000000,1.6589000000,1.6589000000,1.6589000000,1.6589000000,1.6589000000,1.6589000000,1.6589000000,1.6589000000,1.6589000000,1.6589000000,-1.0507000000,-0.1651700000,0.3806400000,-0.5959500000,0.6956900000,0.3639000000,0.2302900000,0.1415900000,-0.1175800000,-0.1786800000,0.0332680000,-0.3702100000,-0.8087700000,-0.0430840000,0.1019600000,-0.0174160000,0.1875000000,0.4292300000,-0.1665200000,-0.0254110000,0.3253100000,0.2094500000,-0.5185700000,2
-0.0304020000,0.0111820000,-0.0300330000,-0.3977600000,0.8138100000,0.3422000000,0.0937260000,0.0820030000,0.6614400000,-0.1508000000,0.4414600000,-0.0173440000,0.4550700000,0.2341000000,-0.8188300000,-1.7282000000,-1.7282000000,-1.7282000000,-1.7282000000,-1.7282000000,-1.7282000000,-1.7282000000,-1.7282000000,-1.7282000000,1.8079000000,1.8079000000,1.8079000000,1.8079000000,1.8079000000,1.8079000000,1.8079000000,1.8079000000,0.4536600000,0.2004000000,0.2801000000,0.3875000000,-1.7282000000,-1.7282000000,-1.7282000000,-1.7282000000,-1.7282000000,-1.7282000000,-1.7282000000,-1.7282000000,-1.7282000000,-1.7282000000,1.8079000000,1.8079000000,1.8079000000,1.8079000000,1.8079000000,1.8079000000,1.8079000000,1.8079000000,1.8079000000,1.8079000000,-0.2163000000,-0.1840000000,0.0724830000,0.2541000000,0.2041000000,-0.1890000000,-0.0086087000,-0.2385900000,-0.1039100000,-0.0101030000,-0.1195600000,-0.5435900000,0.2079400000,-0.1976200000,0.1173400000,-0.2093800000,0.3204800000,0.2275200000,0.0786090000,-0.3357400000,0.6985300000,0.2811800000,-0.2789300000,-0.6079500000,0.0370940000,0.3992800000,-0.2187500000,0.3751500000,-0.4875400000,0.5011000000,-0.1102100000,-0.5071700000,0.1285500000,-0.0084156000,0.0320940000,0.2707500000,0.3320300000,0.0058087000,-0.1122700000,0.1801000000,-0.8204500000,-0.1855600000,0.4568600000,0.1030300000,-0.0654190000,0.1272300000,-0.4151400000,0.5554600000,0.4372400000,-0.2559300000,-0.4259800000,-0.1686400000,-0.4163200000,-0.0932440000,0.3495000000,-0.3845600000,-0.4618300000,-0.3969400000,0.5168300000,-0.0993120000,0.4348900000,-0.3265700000,0.0236310000,0.4416500000,0.5108000000,-0.4474400000,-0.0579860000,-0.2406000000,0.1580900000,-0.7591300000,-0.5839900000,-0.2645200000,2
