@relation	ECG5000_TRAIN
@attribute	1	real
@attribute	2	real
@attribute	3	real
@attribute	4	real
@attribute	5	real
@attribute	6	real
@attribute	7	real
@attribute	8	real
@attribute	9	real
@attribute	10	real
@attribute	11	real
@attribute	12	real
@attribute	13	real
@attribute	14	real
@attribute	15	real
@attribute	16	real
@attribute	17	real
@attribute	18	real
@attribute	19	real
@attribute	20	real
@attribute	21	real
@attribute	22	real
@attribute	23	real
@attribute	24	real
@attribute	25	real
@attribute	26	real
@attribute	27	real
@attribute	28	real
@attribute	29	real
@attribute	30	real
@attribute	31	real
@attribute	32	real
@attribute	33	real
@attribute	34	real
@attribute	35	real
@attribute	36	real
@attribute	37	real
@attribute	38	real
@attribute	39	real
@attribute	40	real
@attribute	41	real
@attribute	42	real
@attribute	43	real
@attribute	44	real
@attribute	45	real
@attribute	46	real
@attribute	47	real
@attribute	48	real
@attribute	49	real
@attribute	50	real
@attribute	51	real
@attribute	52	real
@attribute	53	real
@attribute	54	real
@attribute	55	real
@attribute	56	real
@attribute	57	real
@attribute	58	real
@attribute	59	real
@attribute	60	real
@attribute	61	real
@attribute	62	real
@attribute	63	real
@attribute	64	real
@attribute	65	real
@attribute	66	real
@attribute	67	real
@attribute	68	real
@attribute	69	real
@attribute	70	real
@attribute	71	real
@attribute	72	real
@attribute	73	real
@attribute	74	real
@attribute	75	real
@attribute	76	real
@attribute	77	real
@attribute	78	real
@attribute	79	real
@attribute	80	real
@attribute	81	real
@attribute	82	real
@attribute	83	real
@attribute	84	real
@attribute	85	real
@attribute	86	real
@attribute	87	real
@attribute	88	real
@attribute	89	real
@attribute	90	real
@attribute	91	real
@attribute	92	real
@attribute	93	real
@attribute	94	real
@attribute	95	real
@attribute	96	real
@attribute	97	real
@attribute	98	real
@attribute	99	real
@attribute	100	real
@attribute	101	real
@attribute	102	real
@attribute	103	real
@attribute	104	real
@attribute	105	real
@attribute	106	real
@attribute	107	real
@attribute	108	real
@attribute	109	real
@attribute	110	real
@attribute	111	real
@attribute	112	real
@attribute	113	real
@attribute	114	real
@attribute	115	real
@attribute	116	real
@attribute	117	real
@attribute	118	real
@attribute	119	real
@attribute	120	real
@attribute	121	real
@attribute	122	real
@attribute	123	real
@attribute	124	real
@attribute	125	real
@attribute	126	real
@attribute	127	real
@attribute	128	real
@attribute	129	real
@attribute	130	real
@attribute	131	real
@attribute	132	real
@attribute	133	real
@attribute	134	real
@attribute	135	real
@attribute	136	real
@attribute	137	real
@attribute	138	real
@attribute	139	real
@attribute	140	real
@attribute	class	{1,2,3,4,5}
@data
-0.1125200000,-2.8272000000,-3.7739000000,-4.3498000000,-4.3760000000,-3.4750000000,-2.1814000000,-1.8183000000,-1.2505000000,-0.4774900000,-0.3638100000,-0.4919600000,-0.4218600000,-0.3092000000,-0.4959400000,-0.3421200000,-0.3553400000,-0.3679100000,-0.3165000000,-0.4123700000,-0.4716700000,-0.4134600000,-0.3646200000,-0.4493000000,-0.4714200000,-0.4247800000,-0.4625200000,-0.5524700000,-0.4753800000,-0.6942000000,-0.7018700000,-0.5938100000,-0.6606800000,-0.7138300000,-0.7698100000,-0.6722800000,-0.6536800000,-0.6394100000,-0.5593000000,-0.5916700000,-0.4932200000,-0.4630500000,-0.3016400000,-0.2327300000,-0.1250500000,-0.1539400000,-0.0243570000,-0.0656090000,0.0349990000,0.0619350000,0.0711950000,0.1239300000,0.1031200000,0.2252300000,0.1286800000,0.3024800000,0.2572800000,0.1963500000,0.1793800000,0.2447300000,0.3412200000,0.3282000000,0.4060400000,0.4466100000,0.4240700000,0.4815100000,0.4778400000,0.6240800000,0.5745800000,0.5980100000,0.5645900000,0.6079800000,0.6206300000,0.6562500000,0.6847500000,0.6942700000,0.6655800000,0.5758000000,0.6381300000,0.6149200000,0.5690800000,0.4685800000,0.4428200000,0.4682700000,0.4324900000,0.4079600000,0.4186200000,0.3625300000,0.4109600000,0.4716700000,0.3721700000,0.3378800000,0.2214100000,0.2740000000,0.2986600000,0.2635600000,0.3425600000,0.4195100000,0.5866100000,0.8606200000,1.1733000000,1.2582000000,1.4338000000,1.7005000000,1.9990000000,2.1253000000,1.9933000000,1.9322000000,1.7974000000,1.5223000000,1.2512000000,0.9987300000,0.4837200000,0.0231320000,-0.1949100000,-0.2209200000,-0.2437400000,-0.2546900000,-0.2911400000,-0.2564900000,-0.2278700000,-0.3224200000,-0.2892900000,-0.3181700000,-0.3636500000,-0.3934600000,-0.2664200000,-0.2568200000,-0.2886900000,-0.1623400000,0.1603500000,0.7921700000,0.9335400000,0.7969600000,0.5786200000,0.2577400000,0.2280800000,0.1234300000,0.9252900000,0.1931400000,1
-1.1009000000,-3.9968000000,-4.2858000000,-4.5066000000,-4.0224000000,-3.2344000000,-1.5661000000,-0.9922600000,-0.7546800000,0.0423210000,0.1489500000,0.1835300000,0.2948800000,0.1902300000,0.2355800000,0.2534900000,0.2217400000,0.0502330000,0.1780400000,0.1395600000,0.0467940000,0.0430070000,0.1065400000,0.0126540000,0.0039949000,0.0457240000,-0.0459990000,-0.0726670000,-0.0710780000,-0.1538700000,-0.2272500000,-0.2492700000,-0.2534900000,-0.3328400000,-0.2643300000,-0.3458300000,-0.3107800000,-0.3341600000,-0.3061800000,-0.1745600000,-0.2061600000,-0.2244800000,-0.0486840000,-0.0196210000,0.0948050000,0.1167900000,0.1851900000,0.2305300000,0.1380300000,0.2444300000,0.2716900000,0.2590000000,0.2692000000,0.1270600000,0.2020700000,0.2559800000,0.1531200000,0.2102200000,0.1910800000,0.1909300000,0.2105100000,0.2071100000,0.2048900000,0.2008600000,0.3469200000,0.3480000000,0.2545400000,0.3319700000,0.3566900000,0.3499300000,0.4303800000,0.4675000000,0.4860600000,0.4031900000,0.4789600000,0.3973900000,0.4641200000,0.4518000000,0.3613600000,0.3798300000,0.3427900000,0.3991100000,0.3875100000,0.2557000000,0.2840300000,0.2849900000,0.2501100000,0.1730400000,0.1494200000,0.1416800000,0.2222600000,0.1728500000,0.1507800000,0.1765700000,0.2809400000,0.4899400000,0.6608900000,0.8931900000,1.0270000000,1.2024000000,1.5574000000,1.8084000000,2.1643000000,2.0707000000,1.9036000000,1.7645000000,1.5078000000,1.2934000000,0.8945600000,0.5780200000,0.2443400000,-0.2864400000,-0.5158800000,-0.7327100000,-0.8324700000,-0.8033200000,-0.8362500000,-0.7778600000,-0.7747500000,-0.7334000000,-0.7213900000,-0.8321000000,-0.7119800000,-0.7518700000,-0.7577200000,-0.8531200000,-0.7669900000,-0.6881600000,-0.5199200000,0.0394060000,0.5603300000,0.5383600000,0.6568800000,0.7874900000,0.7240500000,0.5557800000,0.4763300000,0.7738200000,1.1196000000,-1.4362000000,1
-0.5670900000,-2.5935000000,-3.8742000000,-4.5841000000,-4.1874000000,-3.1515000000,-1.7429000000,-1.4907000000,-1.1836000000,-0.3942300000,-0.2829000000,-0.3569300000,-0.2873000000,-0.3994900000,-0.4732400000,-0.3790500000,-0.3990400000,-0.1785900000,-0.3395200000,-0.4984500000,-0.3372500000,-0.4254800000,-0.4239500000,-0.4631700000,-0.4932500000,-0.5497500000,-0.5298300000,-0.5309300000,-0.5023600000,-0.4173700000,-0.5263500000,-0.4710000000,-0.6767800000,-0.8986100000,-0.6105700000,-0.5301600000,-0.7656700000,-0.5819400000,-0.5378500000,-0.5563900000,-0.4380200000,-0.4362500000,-0.4001100000,-0.1349900000,-0.2393500000,-0.1202400000,-0.0019714000,0.2850000000,0.3156500000,0.1073600000,0.1095200000,0.1580800000,0.2919000000,0.2612900000,0.1884100000,0.1406500000,0.2633700000,0.2872100000,0.3143200000,0.1779400000,0.1382900000,0.3210700000,0.4581700000,0.2519200000,0.2613500000,0.2774900000,0.2987900000,0.4590800000,0.4191500000,0.5205100000,0.5377600000,0.6032100000,0.4756300000,0.5216900000,0.7352500000,0.7295400000,0.7185200000,0.4984300000,0.5454400000,0.6048300000,0.5213000000,0.3943800000,0.4050200000,0.5975600000,0.5311300000,0.3776500000,0.4677000000,0.4575700000,0.3411200000,0.4079100000,0.4591300000,0.4039400000,0.2981900000,0.4611000000,0.6646600000,0.5877600000,0.7013200000,0.9172000000,1.2480000000,1.5056000000,1.6401000000,1.8110000000,2.1854000000,2.2630000000,2.0529000000,1.8905000000,1.7930000000,1.5648000000,1.2346000000,0.9003000000,0.5519600000,0.2582200000,-0.1285900000,-0.0925850000,-0.1686100000,-0.4959900000,-0.3950300000,-0.3282400000,-0.4481400000,-0.2682300000,-0.4564100000,-0.3578700000,-0.3175100000,-0.4341100000,-0.5492000000,-0.3246200000,-0.2680800000,-0.2203800000,-0.1174300000,0.6140600000,1.2848000000,0.8860700000,0.5314500000,0.3113800000,-0.0219190000,-0.7136800000,-0.5322000000,0.3211000000,0.9042300000,-0.4218000000,1
0.4904700000,-1.9144000000,-3.6164000000,-4.3188000000,-4.2680000000,-3.8811000000,-2.9933000000,-1.6711000000,-1.3339000000,-0.9656300000,-0.1833200000,-0.1016600000,-0.2738700000,-0.1278200000,-0.1959800000,-0.2135200000,-0.1764700000,-0.1569300000,-0.1491700000,-0.1815100000,-0.1800700000,-0.2461500000,-0.2742600000,-0.1409600000,-0.2774500000,-0.3825500000,-0.3119400000,-0.3600900000,-0.4059700000,-0.5714300000,-0.5241100000,-0.5378900000,-0.6067800000,-0.6614500000,-0.6833700000,-0.7466800000,-0.6356600000,-0.6252300000,-0.5400900000,-0.6749900000,-0.6539500000,-0.5669200000,-0.5240400000,-0.4147100000,-0.3877900000,-0.2844400000,-0.0727450000,-0.1601300000,-0.0921600000,0.0671650000,0.0814720000,0.0561820000,0.0246920000,0.0743950000,0.1528900000,0.0910330000,0.1101600000,0.1172800000,0.1138300000,0.1418100000,0.2714900000,0.2497400000,0.1976100000,0.2439400000,0.3865400000,0.3000200000,0.3098000000,0.3446700000,0.3897100000,0.4428500000,0.4334300000,0.5487100000,0.5250400000,0.5219700000,0.6239500000,0.5491600000,0.6691900000,0.6299300000,0.5395700000,0.5992800000,0.4978500000,0.6380900000,0.6117400000,0.4919100000,0.5739500000,0.5162400000,0.5726300000,0.4845900000,0.3743800000,0.4617700000,0.4146600000,0.3716400000,0.4451700000,0.4841700000,0.5560600000,0.6587200000,0.8611600000,1.0164000000,1.1356000000,1.2170000000,1.5531000000,1.7722000000,2.0008000000,1.9250000000,1.8984000000,1.7210000000,1.5017000000,1.4225000000,1.0232000000,0.7763400000,0.5044300000,0.0563820000,-0.2331600000,-0.4063900000,-0.3275300000,-0.4608700000,-0.4025400000,-0.3457500000,-0.3542100000,-0.4399600000,-0.4253300000,-0.4397900000,-0.4518400000,-0.3959300000,-0.4487600000,-0.3917900000,-0.3763100000,-0.4610700000,-0.2535200000,0.2130100000,0.4911700000,0.3508200000,0.4991100000,0.6003400000,0.8420700000,0.9520700000,0.9901300000,1.0868000000,1.4030000000,-0.3835600000,1
0.8002300000,-0.8742500000,-2.3848000000,-3.9733000000,-4.3382000000,-3.8024000000,-2.5345000000,-1.7834000000,-1.5945000000,-0.7532000000,-0.2981100000,-0.4289300000,-0.4913500000,-0.3613000000,-0.3393000000,-0.3249500000,-0.2901100000,-0.3630500000,-0.5256800000,-0.5974200000,-0.5755200000,-0.5675000000,-0.5045500000,-0.6184100000,-0.6828100000,-0.7438500000,-0.8155900000,-0.8269000000,-0.7823700000,-0.9294600000,-0.9996700000,-1.0610000000,-1.0079000000,-1.0287000000,-1.1226000000,-1.0286000000,-1.0465000000,-1.0634000000,-1.1224000000,-0.9832400000,-0.8558700000,-0.7912700000,-0.5887500000,-0.5183100000,-0.3973000000,-0.3543300000,-0.2074200000,-0.0882660000,-0.1687300000,-0.0675920000,-0.0327720000,0.0718990000,0.0814850000,0.0672250000,0.1327200000,0.0702410000,0.1004300000,0.1504200000,0.1098900000,0.1488600000,0.2087500000,0.2282400000,0.2736600000,0.2995200000,0.3270600000,0.2423100000,0.3861100000,0.4190900000,0.4397200000,0.4889500000,0.5417200000,0.5738700000,0.6335500000,0.4116700000,0.4409200000,0.5887100000,0.5308700000,0.5589600000,0.6068700000,0.6147300000,0.5377700000,0.5992900000,0.6404600000,0.5684000000,0.5447100000,0.5579600000,0.5377600000,0.4722900000,0.4666000000,0.6344200000,0.4251700000,0.4207800000,0.4405200000,0.3610300000,0.3593000000,0.3213700000,0.4213300000,0.5051200000,0.6774900000,0.9086900000,0.9822300000,1.1554000000,1.3363000000,1.6275000000,1.7176000000,1.6965000000,1.7417000000,1.6741000000,1.5469000000,1.3317000000,1.1102000000,0.9222100000,0.5217800000,0.1548500000,-0.1238600000,-0.2030000000,-0.2479600000,-0.2191200000,-0.2147000000,-0.3192100000,-0.1986000000,-0.1516200000,-0.1295900000,-0.0749390000,-0.1968100000,-0.1747900000,-0.2088300000,-0.2107500000,-0.1004900000,0.1974500000,0.9666100000,1.1489000000,0.9584300000,1.0590000000,1.3717000000,1.2774000000,0.9603000000,0.9710200000,1.6144000000,1.4215000000,1
-1.5077000000,-3.5746000000,-4.4780000000,-4.4083000000,-3.3212000000,-2.1052000000,-1.4810000000,-1.3014000000,-0.4982400000,-0.2869300000,-0.3900300000,-0.2638400000,-0.3180200000,-0.1859200000,-0.2697900000,-0.3222500000,-0.3092500000,-0.3911000000,-0.3032600000,-0.3192900000,-0.4079200000,-0.4215800000,-0.4813800000,-0.4475200000,-0.5248500000,-0.4691200000,-0.5826100000,-0.6790400000,-0.6520500000,-0.8468500000,-0.7666800000,-0.7351500000,-0.7884600000,-0.8512800000,-0.8370100000,-0.8435000000,-0.8270400000,-0.8780600000,-0.7550900000,-0.8099200000,-0.6794200000,-0.5834200000,-0.4574200000,-0.3777800000,-0.3606300000,-0.2317300000,-0.2368400000,-0.0477110000,-0.0526320000,-0.0743550000,-0.0944090000,-0.0826840000,0.0067543000,-0.0829250000,-0.0614990000,0.0216670000,-0.0408230000,0.0380880000,0.0411130000,-0.1071700000,0.0347010000,0.0857040000,0.1218600000,0.0888910000,0.1856800000,0.2299100000,0.1832000000,0.2868500000,0.2795600000,0.4185900000,0.3946100000,0.4276400000,0.4448400000,0.4683000000,0.5154200000,0.6363000000,0.6332500000,0.6446600000,0.6275500000,0.5300400000,0.4928200000,0.4792100000,0.4133600000,0.4756200000,0.4364900000,0.4068400000,0.4433000000,0.3176800000,0.3613200000,0.3610000000,0.2414300000,0.3181100000,0.3251500000,0.4783000000,0.4760800000,0.5320600000,0.7954800000,0.9451700000,1.1049000000,1.2907000000,1.4892000000,1.7553000000,1.9609000000,2.0424000000,1.9028000000,1.9029000000,1.7581000000,1.4258000000,1.2102000000,0.9284000000,0.6412600000,0.1755300000,-0.1069100000,-0.1320400000,-0.1658400000,-0.0985710000,-0.2660200000,-0.2372900000,-0.1376900000,-0.1006700000,-0.1075000000,-0.2103600000,-0.1301000000,-0.1076300000,-0.1611500000,-0.1013200000,-0.0952550000,-0.0691720000,0.1548800000,0.6956600000,1.2149000000,1.0891000000,0.9833700000,1.0141000000,0.9526300000,0.7493300000,1.0071000000,1.6350000000,1.4934000000,-0.7831300000,1
-0.2971600000,-2.7666000000,-4.1022000000,-4.5897000000,-4.2194000000,-3.6504000000,-2.3005000000,-1.2939000000,-1.0657000000,-0.4905200000,0.0507510000,-0.0766470000,-0.0946470000,-0.1581800000,-0.0686920000,-0.1408300000,-0.0691770000,-0.1342800000,-0.0591990000,-0.1313800000,-0.1812100000,-0.2159600000,-0.2175500000,-0.2540600000,-0.3312500000,-0.3049200000,-0.2737900000,-0.3479300000,-0.3874300000,-0.4040000000,-0.4250500000,-0.5077000000,-0.5821700000,-0.5329200000,-0.6378700000,-0.6559400000,-0.5496500000,-0.6867300000,-0.5830400000,-0.6365100000,-0.6208500000,-0.4682900000,-0.4235200000,-0.3247000000,-0.2635900000,-0.1275600000,0.0111750000,0.0243810000,0.0847730000,0.0599360000,0.1644700000,0.1622100000,0.1259900000,0.1436300000,0.0782590000,0.1785200000,0.1266000000,0.1750400000,0.1694600000,0.2997000000,0.2424900000,0.2971700000,0.2384000000,0.2491600000,0.2255200000,0.2671800000,0.2366300000,0.2574300000,0.4165100000,0.4265800000,0.4590400000,0.4166000000,0.4091300000,0.3967800000,0.5572700000,0.5350100000,0.5900800000,0.5858400000,0.5681300000,0.5549900000,0.4575600000,0.4627000000,0.4994700000,0.4501400000,0.3720100000,0.4285200000,0.3046000000,0.2441300000,0.2940700000,0.2067200000,0.3724600000,0.3946000000,0.3944500000,0.4042500000,0.4599000000,0.6772400000,0.8114200000,0.8895300000,1.1304000000,1.2852000000,1.6524000000,1.8393000000,1.9485000000,1.9407000000,1.8161000000,1.7273000000,1.5512000000,1.2119000000,1.1334000000,0.7459200000,0.3609300000,-0.1285200000,-0.3942200000,-0.4366000000,-0.5064800000,-0.4551500000,-0.4578700000,-0.5453000000,-0.5061000000,-0.3765300000,-0.4578000000,-0.4954600000,-0.4586900000,-0.3328100000,-0.4103300000,-0.4065200000,-0.3372300000,-0.3864800000,-0.0825800000,0.2203200000,0.5949800000,0.5817800000,0.6844100000,0.9116500000,0.9794800000,1.0535000000,0.9747900000,1.1104000000,1.2882000000,-0.8233900000,1
0.4467700000,-1.5074000000,-3.1875000000,-4.5075000000,-4.6042000000,-3.6361000000,-2.3116000000,-1.5977000000,-1.3624000000,-0.6692200000,-0.1733900000,-0.2051200000,-0.2307900000,-0.1771200000,-0.2385100000,-0.2050800000,-0.2305400000,-0.2091600000,-0.2929400000,-0.2550700000,-0.2539900000,-0.3519800000,-0.4277400000,-0.4659500000,-0.4602900000,-0.4750600000,-0.4497500000,-0.5622800000,-0.5327800000,-0.6358000000,-0.6365900000,-0.7495500000,-0.8067800000,-0.6962900000,-0.8552800000,-0.8962600000,-0.9056700000,-0.9084600000,-0.8300800000,-0.8388400000,-0.6921300000,-0.6457700000,-0.4888700000,-0.4064600000,-0.3563800000,-0.2265800000,-0.2057400000,-0.0718020000,-0.0663720000,0.0075020000,0.0306320000,0.0209700000,0.0339680000,0.1648900000,0.0830240000,0.0450590000,-0.0047667000,0.1238200000,0.1080400000,0.0739360000,0.1125700000,0.0556730000,0.1237500000,0.2203300000,0.2341100000,0.3227900000,0.2151400000,0.3389700000,0.3347900000,0.3280800000,0.5122800000,0.4987700000,0.6027700000,0.6532800000,0.6809300000,0.7284100000,0.6804800000,0.6405000000,0.6205000000,0.6580100000,0.7136300000,0.6216700000,0.4881600000,0.4552800000,0.4245800000,0.5044700000,0.4281300000,0.4508400000,0.4483600000,0.3899100000,0.3915900000,0.3495700000,0.4146700000,0.4723100000,0.5645300000,0.7350900000,0.7997500000,1.1260000000,1.1641000000,1.2818000000,1.5527000000,1.6916000000,1.8828000000,1.7603000000,1.8259000000,1.6193000000,1.3949000000,1.1328000000,0.9283500000,0.5988400000,0.2292400000,-0.1447100000,-0.2700700000,-0.3231900000,-0.3496000000,-0.2981600000,-0.2518400000,-0.2919400000,-0.4133500000,-0.3074500000,-0.3308300000,-0.4323900000,-0.2899300000,-0.3249300000,-0.3092900000,-0.2525700000,-0.2825900000,-0.1693400000,0.2587300000,0.8966300000,1.0882000000,1.0013000000,1.2921000000,1.3787000000,1.0148000000,0.8207900000,1.0344000000,1.2584000000,0.9612100000,-0.9994800000,1
0.0876310000,-1.7535000000,-3.3045000000,-4.7047000000,-4.6864000000,-3.6118000000,-2.2673000000,-1.5709000000,-1.4178000000,-0.5007900000,-0.2251800000,-0.3088300000,-0.2147300000,-0.2145100000,-0.2231200000,-0.2623400000,-0.2118200000,-0.2991000000,-0.2599600000,-0.3161100000,-0.2586700000,-0.2871500000,-0.3668600000,-0.3059800000,-0.4167100000,-0.4023000000,-0.3815500000,-0.5199000000,-0.5209500000,-0.5969200000,-0.6507000000,-0.6796400000,-0.7515300000,-0.7252200000,-0.8307000000,-0.8073200000,-0.8483900000,-0.7445500000,-0.6999700000,-0.7543500000,-0.6219200000,-0.5339400000,-0.3966000000,-0.2208900000,-0.1793200000,-0.0094803000,-0.0240180000,0.0414600000,0.0944930000,0.0832120000,0.0990310000,0.0459140000,0.1095200000,0.1681600000,0.2634700000,0.1361000000,0.1588400000,0.0898030000,0.1466000000,0.1967700000,0.2689800000,0.2372600000,0.1863600000,0.2414200000,0.2784300000,0.3831600000,0.3895800000,0.3935500000,0.5773900000,0.5877500000,0.5818800000,0.5449200000,0.6578900000,0.6017800000,0.6427300000,0.6990600000,0.6801100000,0.6986400000,0.7161800000,0.6686300000,0.6718300000,0.5750400000,0.5292100000,0.5433400000,0.6032800000,0.5547100000,0.5636200000,0.4890300000,0.4469500000,0.4564300000,0.3932500000,0.4414400000,0.4473900000,0.2740600000,0.3646100000,0.4012200000,0.4478900000,0.5478100000,0.6420900000,0.7883300000,0.7498000000,0.8208500000,0.9641600000,1.0619000000,1.3409000000,1.1378000000,0.8640100000,0.6839800000,0.6284200000,0.5011300000,0.4912900000,0.4619400000,0.3298100000,0.1204200000,-0.1419700000,-0.1951800000,-0.1026500000,-0.0763080000,-0.1165100000,-0.1916900000,-0.2342900000,-0.1611300000,-0.1453600000,-0.2121800000,-0.1356800000,-0.1334400000,-0.1700800000,-0.0359140000,0.3322400000,1.0633000000,1.5758000000,1.7090000000,2.1429000000,2.3935000000,1.9256000000,1.0276000000,0.5734500000,0.1929700000,-0.6486800000,-2.4411000000,1
-0.8322800000,-1.7004000000,-2.2573000000,-2.8537000000,-2.8533000000,-2.7015000000,-2.2857000000,-1.5555000000,-1.2666000000,-1.0860000000,-0.6946400000,-0.5885200000,-0.6624700000,-0.7680000000,-0.7725500000,-0.6210500000,-0.6141900000,-0.6301200000,-0.6695800000,-0.6841500000,-0.6929400000,-0.6113000000,-0.6470100000,-0.6213600000,-0.6410700000,-0.6590700000,-0.6209800000,-0.6749200000,-0.6641600000,-0.7369400000,-0.7692400000,-0.6996600000,-0.8003000000,-0.7274200000,-0.7504300000,-0.7890700000,-0.7329600000,-0.7654900000,-0.6970900000,-0.7672800000,-0.7164200000,-0.6458400000,-0.5731800000,-0.5602600000,-0.6164300000,-0.6143200000,-0.5519400000,-0.4099400000,-0.4659700000,-0.4283600000,-0.4228400000,-0.3713900000,-0.3947200000,-0.4220200000,-0.3548500000,-0.4084100000,-0.4253400000,-0.3870200000,-0.4100000000,-0.4272600000,-0.3869000000,-0.3722700000,-0.3880100000,-0.3209300000,-0.3617000000,-0.3042200000,-0.2208300000,-0.2652300000,-0.2531600000,-0.1767900000,-0.1803400000,-0.1354300000,-0.1021900000,-0.0697720000,-0.0120260000,0.0193930000,0.0023502000,0.0256850000,0.1062000000,0.0606280000,0.1410100000,0.0986270000,0.1002600000,0.1249700000,0.1315100000,0.1584200000,0.1019600000,0.1690300000,0.1983100000,0.1651400000,0.1978600000,0.1194600000,0.2441100000,0.3600000000,0.4653300000,0.5042100000,0.5561200000,0.6871900000,0.8230000000,0.9235100000,1.0769000000,1.1586000000,1.1559000000,1.1377000000,1.0218000000,0.9185800000,0.8311300000,0.6805100000,0.5403000000,0.4639300000,0.1357700000,0.0408060000,0.0555510000,0.0189180000,0.1489700000,0.3953400000,0.7797300000,0.9413900000,1.0008000000,0.9859300000,0.9737200000,1.0345000000,1.0623000000,1.0610000000,1.1162000000,1.2244000000,1.4212000000,1.6447000000,2.0072000000,2.1186000000,2.0283000000,2.1105000000,2.2037000000,2.2275000000,2.1717000000,2.0459000000,2.1264000000,2.1269000000,1.6793000000,0.9658100000,1
